,geometry,GCX_OID,Address,Legal Description,Legal Type,Folio,PID,Additional PIDs,Plan Number,Land Use Code,Zoning,Zoning Description,Garbage Zone,Approximate Site Area (m²),Street View
21395,Geocortex.Gis.Geometries.Polygon,617,1650 DORSET AVE,"LOT 57, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,606514-001,012-503-011,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,368.81689453125,Click for Google StreetView
21396,Geocortex.Gis.Geometries.Polygon,623,1827 SALISBURY AVE,"LOT 160, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP26765",LAND,606050-000,002-162-717,No,26765,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,1049.0,Click for Google StreetView
21398,Geocortex.Gis.Geometries.Polygon,626,1789 LAURIER AVE,"PARCEL 2, BLOCK Q, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP16903, GROUP 1, (REF PL 15890)",LAND,603004-000,010-206-582,No,NWP16903,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,685.1611328125,Click for Google StreetView
21399,Geocortex.Gis.Geometries.Polygon,627,3638 KENNEDY ST,"LOT 239, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP44116, GROUP 1",LAND,601030-010,007-306-610,No,44116,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,612.658447265625,Click for Google StreetView
21400,Geocortex.Gis.Geometries.Polygon,628,3454 WELLINGTON ST,"LOT 176, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP31164",LAND,605006-000,006-598-706,No,31164,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,670.373291015625,Click for Google StreetView
21401,Geocortex.Gis.Geometries.Polygon,629,3484 WELLINGTON ST,"LOT 173, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP31734",LAND,605010-000,006-668-810,No,31734,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,685.780517578125,Click for Google StreetView
21402,Geocortex.Gis.Geometries.Polygon,632,3333 LIVERPOOL ST,"LOT 65, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,606522-065,002-174-260,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,371.7333984375,Click for Google StreetView
21403,Geocortex.Gis.Geometries.Polygon,633,1739 JENSEN AVE,"LOT 26, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP24070, GROUP 1",LAND,603068-000,009-301-518,No,24070,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,731.97900390625,Click for Google StreetView
21404,Geocortex.Gis.Geometries.Polygon,638,1782 DORSET AVE,"LOT 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP18105",LAND,606056-000,010-334-815,No,18105,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,903.880859375,Click for Google StreetView
21405,Geocortex.Gis.Geometries.Polygon,639,1839 LAURIER AVE,"LOT 1, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19571",LAND,602502-000,002-177-757,No,19571,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,732.656005859375,Click for Google StreetView
21406,Geocortex.Gis.Geometries.Polygon,640,1824 SALISBURY AVE,"LOT A, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP15394",LAND,607526-000,004-807-286,No,15394,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,812.14013671875,Click for Google StreetView
21407,Geocortex.Gis.Geometries.Polygon,643,1851 DORSET AVE,"LOT 33, BLOCK F, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2167",LAND,604536-033,012-297-178,No,2167,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,541.95068359375,Click for Google StreetView
21408,Geocortex.Gis.Geometries.Polygon,644,1784 JENSEN AVE,"LOT 18, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20629, GROUP 1",LAND,603018-000,008-913-803,No,20629,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,704.29345703125,Click for Google StreetView
21409,Geocortex.Gis.Geometries.Polygon,650,3478 LIVERPOOL ST,"LOT 102, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605036-102,007-498-551,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,378.796142578125,Click for Google StreetView
21410,Geocortex.Gis.Geometries.Polygon,662,3459 LIVERPOOL ST,"LOT 51, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605020-051,012-502-961,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,373.49462890625,Click for Google StreetView
21411,Geocortex.Gis.Geometries.Polygon,664,1830 SALISBURY AVE,"LOT 22, BLOCK D, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2167, GROUP 1",LAND,607522-022,012-549-720,No,2167,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,541.395751953125,Click for Google StreetView
21412,Geocortex.Gis.Geometries.Polygon,665,1744 DORSET AVE,"LOT 9, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP18105",LAND,606065-000,001-973-100,No,18105,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,903.7197265625,Click for Google StreetView
21413,Geocortex.Gis.Geometries.Polygon,666,1779 LAURIER AVE,"LOT 2, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN LMP6332",LAND,603002-002,017-916-925,No,LMP6332,No,RS2,RESIDENTIAL SINGLE DWELLING 2,1.0,467.2744140625,Click for Google StreetView
21414,Geocortex.Gis.Geometries.Polygon,670,3248 LIVERPOOL ST,"LOT 138, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP18428",LAND,608040-000,010-368-060,No,18428,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,612.513671875,Click for Google StreetView
21416,Geocortex.Gis.Geometries.Polygon,678,3553 YORK ST,"LOT 196, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP32553",LAND,602530-000,005-401-160,No,32553,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,727.841064453125,Click for Google StreetView
21417,Geocortex.Gis.Geometries.Polygon,680,3274 WELLINGTON ST,"LOT 20, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,608022-020,004-575-521,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,361.501220703125,Click for Google StreetView
21418,Geocortex.Gis.Geometries.Polygon,686,1751 SALISBURY AVE,"LOT 21, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP18202, GROUP 1",LAND,606083-000,010-337-962,No,18202,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,904.2138671875,Click for Google StreetView
21419,Geocortex.Gis.Geometries.Polygon,688,1769 JENSEN AVE,"LOT 23, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP24070",LAND,603062-000,003-096-602,No,24070,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,731.970947265625,Click for Google StreetView
21420,Geocortex.Gis.Geometries.Polygon,689,3360 WELLINGTON ST,"LOT 29, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,606506-002,007-475-870,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.153076171875,Click for Google StreetView
21421,Geocortex.Gis.Geometries.Polygon,690,1787 DORSET AVE,"LOT 245, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP53069",LAND,604546-002,005-112-478,No,53069,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,821.854736328125,Click for Google StreetView
21422,Geocortex.Gis.Geometries.Polygon,693,1648 DORSET AVE,"LOT 145, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21572, GROUP 1",LAND,606534-000,010-485-252,No,21572,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,648.893798828125,Click for Google StreetView
21423,Geocortex.Gis.Geometries.Polygon,698,1764 LAURIER AVE,"LOT 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20211",LAND,604552-000,008-693-927,No,20211,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,987.638671875,Click for Google StreetView
21424,Geocortex.Gis.Geometries.Polygon,702,1774 SALISBURY AVE,"LOT 3, BLOCK C, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2006, GROUP 1",LAND,607550-000,007-621-248,No,2006,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,1085.0,Click for Google StreetView
21425,Geocortex.Gis.Geometries.Polygon,703,1815 DORSET AVE,"LOT 40, BLOCK F, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2167",LAND,604542-040,012-550-345,No,2167,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,541.951171875,Click for Google StreetView
21426,Geocortex.Gis.Geometries.Polygon,706,1738 PATRICIA AVE,"LOT 170, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP27806",LAND,603050-000,012-748-021,No,27806,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,731.96875,Click for Google StreetView
21428,Geocortex.Gis.Geometries.Polygon,725,3291 WELLINGTON ST,"LOT 9, BLOCK C, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2006, GROUP 1, N 88.5'",LAND,607562-000,012-433-811,No,2006,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,698.197509765625,Click for Google StreetView
21429,Geocortex.Gis.Geometries.Polygon,727,1842 PATRICIA AVE,"LOT 9, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19571",LAND,602518-000,010-520-554,No,19571,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,928.375,Click for Google StreetView
21430,Geocortex.Gis.Geometries.Polygon,740,3435 LIVERPOOL ST,"LOT 54, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,605022-001,012-503-002,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,373.4931640625,Click for Google StreetView
21431,Geocortex.Gis.Geometries.Polygon,746,3263 LIVERPOOL ST,"LOT W, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19915, GROUP 1",LAND,608032-000,010-634-568,No,19915,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,541.71337890625,Click for Google StreetView
21432,Geocortex.Gis.Geometries.Polygon,747,1665 PATRICIA AVE,"LOT 19, BLOCK M, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21251",LAND,601540-000,001-337-866,No,21251,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,702.280029296875,Click for Google StreetView
21433,Geocortex.Gis.Geometries.Polygon,750,1729 DORSET AVE,"LOT 16, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20211",LAND,604576-000,008-694-001,No,20211,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,903.965087890625,Click for Google StreetView
21435,Geocortex.Gis.Geometries.Polygon,754,1760 JENSEN AVE,"LOT 15, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20629",LAND,603012-000,008-913-731,No,20629,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,710.178955078125,Click for Google StreetView
21436,Geocortex.Gis.Geometries.Polygon,764,3262 WELLINGTON ST,"LOT 18, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,608020-018,000-857-998,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,361.501220703125,Click for Google StreetView
21437,Geocortex.Gis.Geometries.Polygon,766,3525 YORK ST,"LOT 193, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP32553",LAND,602524-000,006-746-918,No,32553,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,727.76025390625,Click for Google StreetView
21438,Geocortex.Gis.Geometries.Polygon,768,1764 DORSET AVE,"LOT 6, BLOCK B, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP18105",LAND,606062-000,007-049-617,No,18105,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,903.76806640625,Click for Google StreetView
21439,Geocortex.Gis.Geometries.Polygon,770,1828 DORSET AVE,"LOT 42, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP12212",LAND,606020-000,006-175-805,No,12212,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,1082.0,Click for Google StreetView
21440,Geocortex.Gis.Geometries.Polygon,772,3338 WELLINGTON ST,"LOT 26, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,606504-001,002-180-201,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,371.923828125,Click for Google StreetView
21441,Geocortex.Gis.Geometries.Polygon,773,1828 LAURIER AVE,"LOT 23, BLOCK F, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2167",LAND,604526-023,004-697-294,No,2167,No,RS4,RESIDENTIAL SINGLE DWELLING 4,1.0,543.046142578125,Click for Google StreetView
21444,Geocortex.Gis.Geometries.Polygon,33,3544 SEFTON ST,"LOT 13, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21805, GROUP 1",LAND,604026-000,000-550-809,No,21805,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,700.053955078125,Click for Google StreetView
21447,Geocortex.Gis.Geometries.Polygon,50,3279 VINCENT ST,"LOT 126, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,608044-126,003-781-437,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,378.526611328125,Click for Google StreetView
21448,Geocortex.Gis.Geometries.Polygon,62,3371 VINCENT ST,"LOT 153, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP24730",LAND,606542-000,009-197-907,No,24730,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,665.27001953125,Click for Google StreetView
21449,Geocortex.Gis.Geometries.Polygon,67,3667 COAST MERIDIAN RD,"LOT 182, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP31191, GROUP 1",LAND,602040-000,006-578-594,No,31191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,746.0546875,Click for Google StreetView
21450,Geocortex.Gis.Geometries.Polygon,73,3432 VINCENT ST,"LOT 9, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145, GROUP 1",LAND,605512-001,012-518-310,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.091064453125,Click for Google StreetView
21451,Geocortex.Gis.Geometries.Polygon,76,3657 SEFTON ST,"LOT 5, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19266",LAND,601586-000,001-504-886,No,19266,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,724.69287109375,Click for Google StreetView
21452,Geocortex.Gis.Geometries.Polygon,90,3447 VINCENT ST,"LOT 109, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,605045-000,012-517-437,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.480712890625,Click for Google StreetView
21457,Geocortex.Gis.Geometries.Polygon,127,3456 VINCENT ST,"LOT 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145, GROUP 1",LAND,605508-001,012-518-263,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.092529296875,Click for Google StreetView
21458,Geocortex.Gis.Geometries.Polygon,149,3559 COAST MERIDIAN RD,"LOT 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20218",LAND,604008-000,008-694-583,No,20218,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,690.580078125,Click for Google StreetView
21461,Geocortex.Gis.Geometries.Polygon,179,3262 VINCENT ST,"LOT 28, BLOCK 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,608512-028,012-518-573,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.794921875,Click for Google StreetView
21463,Geocortex.Gis.Geometries.Polygon,193,3622 SEFTON ST,"LOT 17, BLOCK 8, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351",LAND,602018-017,001-958-569,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.752197265625,Click for Google StreetView
21465,Geocortex.Gis.Geometries.Polygon,200,3568 SEFTON ST,"LOT 16, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21805",LAND,604032-000,004-703-871,No,21805,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,700.044677734375,Click for Google StreetView
21466,Geocortex.Gis.Geometries.Polygon,203,3331 VINCENT ST,"LOT 150, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP24730, GROUP 1",LAND,606536-000,009-197-869,No,24730,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,655.9892578125,Click for Google StreetView
21469,Geocortex.Gis.Geometries.Polygon,241,3469 VINCENT ST,"LOT 106, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605042-000,000-654-710,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.484130859375,Click for Google StreetView
21476,Geocortex.Gis.Geometries.Polygon,351,3638 SEFTON ST,"LOT 14, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351, GROUP 1",LAND,602014-014,012-611-166,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.832763671875,Click for Google StreetView
21479,Geocortex.Gis.Geometries.Polygon,373,3535 COAST MERIDIAN RD,"LOT 7, BLOCK L, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20218",LAND,604014-000,001-857-550,No,20218,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,690.617431640625,Click for Google StreetView
21482,Geocortex.Gis.Geometries.Polygon,419,3528 SEFTON ST,"LOT 11, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21805",LAND,604022-000,010-541-772,No,21805,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,700.0625,Click for Google StreetView
21484,Geocortex.Gis.Geometries.Polygon,424,3645 COAST MERIDIAN RD,"LOT 180, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP31191",LAND,602036-000,006-578-560,No,31191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,746.837158203125,Click for Google StreetView
21485,Geocortex.Gis.Geometries.Polygon,447,1635 DORSET AVE,"LOT 114, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605050-114,012-517-461,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.474609375,Click for Google StreetView
21486,Geocortex.Gis.Geometries.Polygon,448,3440 VINCENT ST,"LOT 7, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,605510-002,002-153-475,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.093017578125,Click for Google StreetView
21487,Geocortex.Gis.Geometries.Polygon,453,1555 PATRICIA AVE,"LOT 9, BLOCK N, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21251",LAND,601590-000,009-977-619,No,21251,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,723.19580078125,Click for Google StreetView
21492,Geocortex.Gis.Geometries.Polygon,498,3444 VINCENT ST,"LOT 6, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145, GROUP 1",LAND,605510-001,002-207-630,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.0927734375,Click for Google StreetView
21494,Geocortex.Gis.Geometries.Polygon,525,3575 COAST MERIDIAN RD,"LOT 2, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20218",LAND,604004-000,008-694-575,No,20218,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,690.571044921875,Click for Google StreetView
21495,Geocortex.Gis.Geometries.Polygon,528,3278 VINCENT ST,"LOT 26, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,608504-026,005-962-871,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.794921875,Click for Google StreetView
21500,Geocortex.Gis.Geometries.Polygon,551,3636 SEFTON ST,"LOT 15, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351",LAND,602016-001,007-323-905,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.821044921875,Click for Google StreetView
21502,Geocortex.Gis.Geometries.Polygon,557,3527 COAST MERIDIAN RD,"LOT 8, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20218",LAND,604016-000,008-694-630,No,20218,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,690.589599609375,Click for Google StreetView
21503,Geocortex.Gis.Geometries.Polygon,561,1570 SALISBURY AVE,"LOT 162, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP27204",LAND,608502-000,008-961-999,No,27204,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,564.703125,Click for Google StreetView
21504,Geocortex.Gis.Geometries.Polygon,581,3437 VINCENT ST,"LOT 111, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605048-111,005-618-797,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.4765625,Click for Google StreetView
21505,Geocortex.Gis.Geometries.Polygon,587,1613 PATRICIA AVE,"LOT 39, BLOCK H, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21251, EXCEPTPLAN L0001",LAND,601572-000,000-613-282,No,21251,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,696.850341796875,Click for Google StreetView
21507,Geocortex.Gis.Geometries.Polygon,608,3275 VINCENT ST,"LOT 127, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,608044-127,003-781-461,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,367.432861328125,Click for Google StreetView
21508,Geocortex.Gis.Geometries.Polygon,613,3481 VINCENT ST,"LOT 104, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,605038-000,000-633-127,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,406.0966796875,Click for Google StreetView
21510,Geocortex.Gis.Geometries.Polygon,628,3649 SEFTON ST,"LOT 6, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19266, SUBLOT N",LAND,601587-000,004-343-859,No,19266,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,724.673828125,Click for Google StreetView
21520,Geocortex.Gis.Geometries.Polygon,697,3427 SEFTON ST,"LOT 57, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145, GROUP 1",LAND,605516-002,012-518-824,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.093017578125,Click for Google StreetView
21523,Geocortex.Gis.Geometries.Polygon,722,1585 DORSET AVE,"LOT 11, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,605514-011,012-518-336,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,386.6875,Click for Google StreetView
21524,Geocortex.Gis.Geometries.Polygon,725,3656 SEFTON ST,"LOT 12, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351",LAND,602012-012,008-121-435,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.888427734375,Click for Google StreetView
21526,Geocortex.Gis.Geometries.Polygon,740,3551 COAST MERIDIAN RD,"LOT 5, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP20218",LAND,604012-000,008-694-591,No,20218,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,690.58935546875,Click for Google StreetView
21527,Geocortex.Gis.Geometries.Polygon,743,3258 VINCENT ST,"LOT 29, BLOCK 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,608512-029,012-518-590,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.796875,Click for Google StreetView
21529,Geocortex.Gis.Geometries.Polygon,747,1535 PATRICIA AVE,"LOT 18, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351, GROUP 1",LAND,602018-018,001-958-577,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.226318359375,Click for Google StreetView
21531,Geocortex.Gis.Geometries.Polygon,767,3433 VINCENT ST,"LOT 112, BLOCK 3, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134",LAND,605048-112,005-618-835,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.478515625,Click for Google StreetView
21532,Geocortex.Gis.Geometries.Polygon,771,3345 VINCENT ST,"LOT 151, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP24730, GROUP 1",LAND,606538-000,009-197-877,No,24730,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,659.084228515625,Click for Google StreetView
21535,Geocortex.Gis.Geometries.Polygon,801,3439 SEFTON ST,"LOT 60, BLOCK 4, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,605520-060,012-518-913,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.0927734375,Click for Google StreetView
21536,Geocortex.Gis.Geometries.Polygon,826,3625 COAST MERIDIAN RD,"LOT 178, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP31191",LAND,602032-000,006-578-535,No,31191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,746.838134765625,Click for Google StreetView
21538,Geocortex.Gis.Geometries.Polygon,832,3463 VINCENT ST,"LOT 107, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2134, GROUP 1",LAND,605044-107,005-291-691,No,2134,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,408.4833984375,Click for Google StreetView
21543,Geocortex.Gis.Geometries.Polygon,877,3431 SEFTON ST,"LOT 58, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145, GROUP 1",LAND,605518-000,012-518-841,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.093017578125,Click for Google StreetView
21545,Geocortex.Gis.Geometries.Polygon,890,3621 VINCENT ST,"LOT 38, BLOCK M, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP21251",LAND,601570-000,010-344-080,No,21251,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,699.513427734375,Click for Google StreetView
21548,Geocortex.Gis.Geometries.Polygon,909,3650 SEFTON ST,"LOT 13, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2351, GROUP 1",LAND,602014-013,012-611-158,No,NWP2351,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,372.881103515625,Click for Google StreetView
21549,Geocortex.Gis.Geometries.Polygon,919,3472 VINCENT ST,"LOT 2, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP2145",LAND,605504-000,012-518-239,No,2145,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,385.09326171875,Click for Google StreetView
21550,Geocortex.Gis.Geometries.Polygon,924,3641 SEFTON ST,"LOT 7, DISTRICT LOT 479, NEW WEST DISTRICT, PLAN NWP19266",LAND,601588-000,007-843-232,No,19266,No,RS1,RESIDENTIAL SINGLE DWELLING 1,2.0,724.703125,Click for Google StreetView
